Kecamatan;URL; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti;ID Iklan
sukolilo;https://www.rumah123.com/properti/surabaya/hos14321836/; 2.580.000.000 ;3;3;128;133;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos14321836
sukolilo;https://www.rumah123.com/properti/surabaya/hos13750901/; 2.580.000.000 ;3;3;128;133;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;2;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos13750901
tandes;https://www.rumah123.com/properti/surabaya/hos14935220/; 2.590.000.000 ;3;2;128;200;HGB - Hak Guna Bangunan;3500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14935220
tandes;https://www.rumah123.com/properti/surabaya/hos13811234/; 2.590.000.000 ;3;2;160;185;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13811234
rungkut;https://www.rumah123.com/properti/surabaya/hos14949525/; 2.590.000.000 ;3;3;180;200;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14949525
gayungan;https://www.rumah123.com/properti/surabaya/hos14325440/; 2.500.000.000 ;4;4;71;70;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus;hos14325440
gubeng;https://www.rumah123.com/properti/surabaya/hos14877836/; 2.500.000.000 ;3;3;84;185;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;3;Selatan;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14877836
gubeng;https://www.rumah123.com/properti/surabaya/hos14321142/; 2.500.000.000 ;4;3;84;175;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;3;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos14321142
gubeng;https://www.rumah123.com/properti/surabaya/hos13750606/; 2.500.000.000 ;4;3;84;175;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;3;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos13750606
gubeng;https://www.rumah123.com/properti/surabaya/hos13613809/; 2.500.000.000 ;4;3;84;175;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;3;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos13613809
gubeng;https://www.rumah123.com/properti/surabaya/hos13613162/; 2.500.000.000 ;4;3;84;175;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;3;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos13613162
gubeng;https://www.rumah123.com/properti/surabaya/hos13612677/; 2.500.000.000 ;4;3;84;175;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;3;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos13612677
gubeng;https://www.rumah123.com/properti/surabaya/hos13611772/; 2.500.000.000 ;4;3;84;175;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;3;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos13611772
gubeng;https://www.rumah123.com/properti/surabaya/hos13611493/; 2.500.000.000 ;4;3;84;175;HGB - Hak Guna Bangunan;4400;;Ya;Unfurnished;3;Utara;Ya;;PAM atau PDAM;Tidak;Baru;hos13611493
sambikerep;https://www.rumah123.com/properti/surabaya/hos14505409/; 2.500.000.000 ;3;2;84;50;Lainnya (PPJB,Girik,Adat,dll);3500;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14505409
sambikerep;https://www.rumah123.com/properti/surabaya/hos14060781/; 2.500.000.000 ;3;2;84;150;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14060781
kenjeran;https://www.rumah123.com/properti/surabaya/hos14557046/; 2.500.000.000 ;3;3;90;140;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14557046
sambikerep;https://www.rumah123.com/properti/surabaya/hos14313276/; 2.500.000.000 ;4;3;90;200;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;3;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14313276
sambikerep;https://www.rumah123.com/properti/surabaya/hos14190315/; 2.500.000.000 ;4;3;90;200;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;3;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14190315
sambikerep;https://www.rumah123.com/properti/surabaya/hos14044205/; 2.500.000.000 ;4;3;90;200;HGB - Hak Guna Bangunan;6600;Ya;Ya;Unfurnished;3;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14044205
sambikerep;https://www.rumah123.com/properti/surabaya/hos12492164/; 2.500.000.000 ;4;3;90;200;HGB - Hak Guna Bangunan;6600;Tidak;Tidak;Unfurnished;3;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12492164
tandes;https://www.rumah123.com/properti/surabaya/hos13221090/; 2.500.000.000 ;4;2;90;100;HGB - Hak Guna Bangunan;3300;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13221090
gubeng;https://www.rumah123.com/properti/surabaya/hos14353479/; 2.500.000.000 ;4;3;98;150;SHM - Sertifikat Hak Milik;6600;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14353479
mulyorejo;https://www.rumah123.com/properti/surabaya/hos15242123/; 2.500.000.000 ;4;3;98;147;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15242123
sambikerep;https://www.rumah123.com/properti/surabaya/hos14446989/; 2.500.000.000 ;3;2;100;183;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Baru;hos14446989
sambikerep;https://www.rumah123.com/properti/surabaya/hos11745080/; 2.500.000.000 ;3;3;102;148;HGB - Hak Guna Bangunan;2200;;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos11745080
wiyung;https://www.rumah123.com/properti/surabaya/hos14607000/; 2.500.000.000 ;3;3;102;173;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14607000
benowo;https://www.rumah123.com/properti/surabaya/hos12493747/; 2.500.000.000 ;4;2;105;210;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos12493747
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15061494/; 2.500.000.000 ;3;3;110;165;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15061494
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14873382/; 2.500.000.000 ;3;3;110;165;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos14873382
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14454431/; 2.500.000.000 ;3;3;110;165;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14454431
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14452200/; 2.500.000.000 ;4;3;110;165;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur Laut;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14452200
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos14944481/; 2.500.000.000 ;3;3;110;165;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Baru;hos14944481
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos14828675/; 2.500.000.000 ;3;3;110;140;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur Laut;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14828675
wiyung;https://www.rumah123.com/properti/surabaya/hos10383151/; 2.500.000.000 ;3;3;116;180;Lainnya (PPJB,Girik,Adat,dll);3500;;;Unfurnished;2;Selatan;;;;;Baru;hos10383151
gayungan;https://www.rumah123.com/properti/surabaya/hos14325160/; 2.500.000.000 ;3;3;118;180;HGB - Hak Guna Bangunan;2200;;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14325160
gayungan;https://www.rumah123.com/properti/surabaya/hos11978713/; 2.500.000.000 ;3;3;118;180;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos11978713
gayungan;https://www.rumah123.com/properti/surabaya/hos11876267/; 2.500.000.000 ;3;3;118;180;HGB - Hak Guna Bangunan;2200;;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos11876267
rungkut;https://www.rumah123.com/properti/surabaya/hos14410258/; 2.500.000.000 ;3;4;119;169;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14410258
sambikerep;https://www.rumah123.com/properti/surabaya/hos15311395/; 2.500.000.000 ;3;3;120;115;Lainnya (PPJB,Girik,Adat,dll);2200;Ya;Ya;Unfurnished;2;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15311395
sambikerep;https://www.rumah123.com/properti/surabaya/hos15152815/; 2.500.000.000 ;3;3;120;115;Lainnya (PPJB,Girik,Adat,dll);2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15152815
sambikerep;https://www.rumah123.com/properti/surabaya/hos14214863/; 2.500.000.000 ;4;3;120;125;HGB - Hak Guna Bangunan;3300;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14214863
sukolilo;https://www.rumah123.com/properti/surabaya/hos15343819/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos15343819
sukolilo;https://www.rumah123.com/properti/surabaya/hos15309343/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15309343
sukolilo;https://www.rumah123.com/properti/surabaya/hos15265540/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15265540
sukolilo;https://www.rumah123.com/properti/surabaya/hos15274067/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15274067
sukolilo;https://www.rumah123.com/properti/surabaya/hos15259971/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;3 Mobil;;Tidak;Baru;hos15259971
sukolilo;https://www.rumah123.com/properti/surabaya/hos15184312/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos15184312
sukolilo;https://www.rumah123.com/properti/surabaya/hos15156962/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos15156962
sukolilo;https://www.rumah123.com/properti/surabaya/hos15150928/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15150928
sukolilo;https://www.rumah123.com/properti/surabaya/hos15150415/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15150415
sukolilo;https://www.rumah123.com/properti/surabaya/hos15122403/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos15122403
sukolilo;https://www.rumah123.com/properti/surabaya/hos15122134/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;;Tidak;;hos15122134
sukolilo;https://www.rumah123.com/properti/surabaya/hos15118770/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos15118770
sukolilo;https://www.rumah123.com/properti/surabaya/hos15091877/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15091877
sukolilo;https://www.rumah123.com/properti/surabaya/hos15053999/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Baru;hos15053999
sukolilo;https://www.rumah123.com/properti/surabaya/hos15050450/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos15050450
sukolilo;https://www.rumah123.com/properti/surabaya/hos15038353/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos15038353
sukolilo;https://www.rumah123.com/properti/surabaya/hos14999475/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Baru;hos14999475
sukolilo;https://www.rumah123.com/properti/surabaya/hos14968964/; 2.500.000.000 ;4;4;120;180;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos14968964
sukolilo;https://www.rumah123.com/properti/surabaya/hos14563400/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;;hos14563400
sukolilo;https://www.rumah123.com/properti/surabaya/hos14538626/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14538626
sukolilo;https://www.rumah123.com/properti/surabaya/hos14629477/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14629477
sukolilo;https://www.rumah123.com/properti/surabaya/hos14896753/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14896753
sukolilo;https://www.rumah123.com/properti/surabaya/hos14896690/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14896690
sukolilo;https://www.rumah123.com/properti/surabaya/hos14896599/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14896599
sukolilo;https://www.rumah123.com/properti/surabaya/hos14727706/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;3 Mobil;;Tidak;Baru;hos14727706
sukolilo;https://www.rumah123.com/properti/surabaya/hos14710616/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14710616
sukolilo;https://www.rumah123.com/properti/surabaya/hos14718186/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14718186
sukolilo;https://www.rumah123.com/properti/surabaya/hos14685152/; 2.500.000.000 ;3;3;120;190;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Baru;hos14685152
sukolilo;https://www.rumah123.com/properti/surabaya/hos14664350/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14664350
sukolilo;https://www.rumah123.com/properti/surabaya/hos14610212/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14610212
sukolilo;https://www.rumah123.com/properti/surabaya/hos14583366/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14583366
sukolilo;https://www.rumah123.com/properti/surabaya/hos14595978/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos14595978
sukolilo;https://www.rumah123.com/properti/surabaya/hos14582059/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14582059
sukolilo;https://www.rumah123.com/properti/surabaya/hos14581943/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14581943
sukolilo;https://www.rumah123.com/properti/surabaya/hos14570930/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14570930
sukolilo;https://www.rumah123.com/properti/surabaya/hos14540540/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;3 Mobil;;Tidak;Baru;hos14540540
sukolilo;https://www.rumah123.com/properti/surabaya/hos14351599/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14351599
sukolilo;https://www.rumah123.com/properti/surabaya/hos14262581/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14262581
sukolilo;https://www.rumah123.com/properti/surabaya/hos14105893/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14105893
sukolilo;https://www.rumah123.com/properti/surabaya/hos14097420/; 2.500.000.000 ;4;3;120;120;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14097420
sukolilo;https://www.rumah123.com/properti/surabaya/hos14089714/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14089714
sukolilo;https://www.rumah123.com/properti/surabaya/hos14078212/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14078212
sukolilo;https://www.rumah123.com/properti/surabaya/hos14076764/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14076764
sukolilo;https://www.rumah123.com/properti/surabaya/hos14058699/; 2.500.000.000 ;3;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14058699
sukolilo;https://www.rumah123.com/properti/surabaya/hos14058207/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14058207
sukolilo;https://www.rumah123.com/properti/surabaya/hos14051135/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14051135
sukolilo;https://www.rumah123.com/properti/surabaya/hos14049767/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;;;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14049767
sukolilo;https://www.rumah123.com/properti/surabaya/hos13931509/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13931509
sukolilo;https://www.rumah123.com/properti/surabaya/hos13921271/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos13921271
sukolilo;https://www.rumah123.com/properti/surabaya/hos13898695/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13898695
sukolilo;https://www.rumah123.com/properti/surabaya/hos13784831/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos13784831
sukolilo;https://www.rumah123.com/properti/surabaya/hos13719797/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos13719797
sukolilo;https://www.rumah123.com/properti/surabaya/hos13717913/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos13717913
sukolilo;https://www.rumah123.com/properti/surabaya/hos13715429/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Baru;hos13715429
sukolilo;https://www.rumah123.com/properti/surabaya/hos13713589/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos13713589
sukolilo;https://www.rumah123.com/properti/surabaya/hos13701165/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos13701165
sukolilo;https://www.rumah123.com/properti/surabaya/hos13697856/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos13697856
sukolilo;https://www.rumah123.com/properti/surabaya/hos13682810/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13682810
sukolilo;https://www.rumah123.com/properti/surabaya/hos13666353/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos13666353
sukolilo;https://www.rumah123.com/properti/surabaya/hos13664692/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Baru;hos13664692
sukolilo;https://www.rumah123.com/properti/surabaya/hos13651198/; 2.500.000.000 ;5;4;120;170;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Baru;hos13651198
sukolilo;https://www.rumah123.com/properti/surabaya/hos13593290/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13593290
sukolilo;https://www.rumah123.com/properti/surabaya/hos13587111/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13587111
sukolilo;https://www.rumah123.com/properti/surabaya/hos13575860/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13575860
sukolilo;https://www.rumah123.com/properti/surabaya/hos11971064/; 2.500.000.000 ;4;3;120;170;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;;Tidak;Baru;hos11971064
tambaksari;https://www.rumah123.com/properti/surabaya/hos13716724/; 2.500.000.000 ;3;2;120;135;SHM - Sertifikat Hak Milik;3500;;Tidak;Unfurnished;2;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13716724
wiyung;https://www.rumah123.com/properti/surabaya/hos15299612/; 2.500.000.000 ;4;4;120;124;HGB - Hak Guna Bangunan;;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus;hos15299612
wiyung;https://www.rumah123.com/properti/surabaya/hos13596156/; 2.500.000.000 ;3;2;120;100;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos13596156
wiyung;https://www.rumah123.com/properti/surabaya/hos11236650/; 2.500.000.000 ;2;1;120;100;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos11236650
kenjeran;https://www.rumah123.com/properti/surabaya/hos14473322/; 2.500.000.000 ;3;3;125;200;HGB - Hak Guna Bangunan;5500;Ya;Ya;Unfurnished;2;Barat;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus;hos14473322
